"","X","street_address","wam_age","wam_income","ttl_value","ttl_population","ttl_white","ttl_black","ttl_asian","ttl_hispanic","ttl_other","statefp","countyfp","countyns","affgeoid","geoid","name","namelsad","stusps","state_name","lsad","aland","awater","state_abbr","jurisdiction_type","geometry"
"823",823,"1327 S Main St",39.4576271186441,46087.7090909091,59,22029,16125,2102,33,3531,238,"13","233","00343585","0500000US13233","13233","Polk","Polk County","GA","Georgia","06",803767094,4673256,"GA","state",c(-85.253176, 33.998468)
"824",824,"1328 E Main St",42.1801801801802,72772.9433962264,111,67764,51364,9363,2001,3677,1359,"13","015","00351604","0500000US13015","13015","Bartow","Bartow County","GA","Georgia","06",1188568883,27370205,"GA","state",c(-84.764615, 34.174064)
"825",825,"1329 N Jefferson St",41.5576470588235,53379.3006134969,170,46520,30918,12265,933,1405,999,"13","175","00346568","0500000US13175","13175","Laurens","Laurens County","GA","Georgia","06",2090990042,28838468,"GA","state",c(-82.917511, 32.563891)
"826",826,"133 E Taylor St",39.842,49885.59,100,50308,31924,14555,1040,1862,927,"13","255","00353055","0500000US13255","13255","Spalding","Spalding County","GA","Georgia","06",507561198,9375991,"GA","state",c(-84.262572, 33.247333)
"827",827,"133 Johnson Ferry Rd",42.5552715654952,109823.153354633,313,162120,93493,37530,11646,15031,4420,"13","067","01686112","0500000US13067","13067","Cobb","Cobb County","GA","Georgia","06",880026860,12347127,"GA","state",c(-84.411873, 33.951295)
"828",828,"1330 Boone Avenue Ext",39.5387650085763,68065.5288966725,583,326961,217417,50061,9817,38456,11210,"13","039","01671316","0500000US13039","13039","Camden","Camden County","GA","Georgia","06",1632622505,392508756,"GA","state",c(-81.656333, 30.788983)
"829",829,"1330 Peachtree Industrial Blvd",36.1659498207885,83154.6164874552,279,193301,106639,33513,19398,28932,4819,"13","135","01688166","0500000US13135","13135","Gwinnett","Gwinnett County","GA","Georgia","06",1115653877,15611813,"GA","state",c(-84.029661, 34.106178)
"830",830,"1333 S Lumpkin St",36.5464285714286,72042.4583333333,56,29797,22486,3771,1425,1721,394,"13","059","01672699","0500000US13059","13059","Clarke","Clarke County","GA","Georgia","06",308784927,4688313,"GA","state",c(-83.383353, 33.942518)
"831",831,"1334 Atlanta Hwy",37.8876582278481,68614.3417721519,316,170527,111462,25439,8339,20612,4675,"13","013","00356976","0500000US13013","13013","Barrow","Barrow County","GA","Georgia","06",417082919,4909580,"GA","state",c(-83.825931, 34.012008)
"832",832,"1334 Rumble Rd",40.0558608058608,63645.9200743494,546,286816,180791,60218,8540,30305,6962,"13","207","00343073","0500000US13207","13207","Monroe","Monroe County","GA","Georgia","06",1025872448,5643846,"GA","state",c(-83.842404, 32.992365)
"833",833,"1334 Rumble Road I 75 Exit #181",40.8727941176471,76664.203125,136,84524,56005,15720,3246,7147,2406,"13","207","00343073","0500000US13207","13207","Monroe","Monroe County","GA","Georgia","06",1025872448,5643846,"GA","state",c(-83.842392, 32.992335)
"834",834,"1334 W Jackson St",40.9321114369501,58902.9895522388,682,226868,132155,61877,4549,23544,4743,"13","275","00343835","0500000US13275","13275","Thomas","Thomas County","GA","Georgia","06",1410592606,19645695,"GA","state",c(-84.00061, 30.817605)
"835",835,"1335 GA Highway 257",42.9088235294118,44539.953125,68,26033,17914,5160,340,1903,716,"13","081","00351607","0500000US13081","13081","Crisp","Crisp County","GA","Georgia","06",706236802,21409235,"GA","state",c(-83.746717, 31.976101)
"836",836,"1335 W Jackson St",39.4051094890511,53522.6788321168,137,44919,25462,14747,329,3559,822,"13","275","00343835","0500000US13275","13275","Thomas","Thomas County","GA","Georgia","06",1410592606,19645695,"GA","state",c(-84.000251, 30.817049)
"837",837,"13359 Highway 53",45.446,75459.835,200,119796,88630,10401,3324,14018,3423,"13","227","01673011","0500000US13227","13227","Pickens","Pickens County","GA","Georgia","06",601031041,1690669,"GA","state",c(-84.279861, 34.413508)
"838",838,"1337 Virginia Ave",36.5442477876106,75755.8230088496,113,79958,48254,17037,4240,8345,2082,"13","121","01694833","0500000US13121","13121","Fulton","Fulton County","GA","Georgia","06",1364133162,19666288,"GA","state",c(-84.432916, 33.659393)
"839",839,"1337 Virginia Ave",37.897491638796,78716.9023972603,606,405911,198741,116466,27205,52674,10825,"13","121","01694833","0500000US13121","13121","Fulton","Fulton County","GA","Georgia","06",1364133162,19666288,"GA","state",c(-84.432944, 33.659435)
"840",840,"1338 Virginia Ave",35.9737113402062,59730.0718085106,395,281915,102324,134885,8562,29013,7131,"13","121","01694833","0500000US13121","13121","Fulton","Fulton County","GA","Georgia","06",1364133162,19666288,"GA","state",c(-84.433018, 33.658684)
"841",841,"1339 E Main St",38.1127272727273,48825.1818181818,55,13960,9900,3140,33,667,220,"13","285","01673298","0500000US13285","13285","Troup","Troup County","GA","Georgia","06",1072278217,82757751,"GA","state",c(-84.888899, 33.165691)
"842",842,"134 Banks Xing",40.3626728110599,73095.799377916,651,286609,96613,152540,10088,20205,7163,"13","113","01687740","0500000US13113","13113","Fayette","Fayette County","GA","Georgia","06",503907543,12814102,"GA","state",c(-84.447028, 33.469155)
"843",843,"134 W Lamar St",42.1326530612245,53967.9340659341,98,32874,19145,11238,323,1410,758,"13","261","00343504","0500000US13261","13261","Sumter","Sumter County","GA","Georgia","06",1250646286,25211441,"GA","state",c(-84.233504, 32.071969)
"844",844,"1340 E Main St",40.8832258064516,75878.9870967742,155,105212,67012,15148,3787,17224,2041,"13","015","00351604","0500000US13015","13015","Bartow","Bartow County","GA","Georgia","06",1188568883,27370205,"GA","state",c(-84.76447, 34.205834)
"845",845,"1340 Highway 113 SW",38.0513119533528,64136.8702064897,343,180993,131446,20991,3757,19612,5187,"13","015","00351604","0500000US13015","13015","Bartow","Bartow County","GA","Georgia","06",1188568883,27370205,"GA","state",c(-84.853282, 34.129172)
"846",846,"1340 Klondike Rd SW",38.5599780701754,64657.5327050998,1824,868224,420684,322502,27620,73420,23998,"13","247","00357592","0500000US13247","13247","Rockdale","Rockdale County","GA","Georgia","06",336226920,5900974,"GA","state",c(-84.032164, 33.664179)
"847",847,"1340 USS Daniel Boone Ave",33.9843137254902,72636.5454545455,51,32642,23580,4617,690,2821,934,"13","039","01671316","0500000US13039","13039","Camden","Camden County","GA","Georgia","06",1632622505,392508756,"GA","state",c(-81.568981, 30.785491)
"848",848,"1342 Lafayette Rd",40.3392097264438,49306.415625,329,112770,92456,8555,1463,7473,2823,"13","047","00353230","0500000US13047","13047","Catoosa","Catoosa County","GA","Georgia","06",419998923,771159,"GA","state",c(-85.26453, 34.967665)
"849",849,"1342 Mobile Ave",29.7875,28887.125,32,10030,1163,8404,12,290,161,"13","095","00351259","0500000US13095","13095","Dougherty","Dougherty County","GA","Georgia","06",851183381,15352851,"GA","state",c(-84.125546, 31.553168)
"850",850,"13425 Highway 27",41.6916943521595,42736.7375415282,301,63165,53448,4897,662,3169,989,"13","055","00352213","0500000US13055","13055","Chattooga","Chattooga County","GA","Georgia","06",811512398,570806,"GA","state",c(-85.314219, 34.521084)
"851",851,"1343 Gray Hwy",39.9942857142857,50736.6092184369,525,194842,104402,76684,2886,7060,3810,"13","021","01672039","0500000US13021","13021","Bibb","Bibb County","GA","Georgia","06",645898113,14305197,"GA","state",c(-83.612718, 32.861901)
"852",852,"13440 Highway 197 N",44.6666666666667,91207.6666666667,48,27921,21514,2802,743,2018,844,"13","137","00351383","0500000US13137","13137","Habersham","Habersham County","GA","Georgia","06",717083984,5669790,"GA","state",c(-83.593548, 34.764474)
"853",853,"1348 Cassville Rd NW",40.3451807228916,62349.4556962025,166,97082,77824,8508,1058,7896,1796,"13","015","00351604","0500000US13015","13015","Bartow","Bartow County","GA","Georgia","06",1188568883,27370205,"GA","state",c(-84.855879, 34.230384)
"854",854,"135 Duncan Dr",31.7769230769231,61726.8307692308,65,54594,30319,15879,1333,5061,2002,"13","051","01694477","0500000US13051","13051","Chatham","Chatham County","GA","Georgia","06",1121772804,509852786,"GA","state",c(-81.123696, 32.027503)
"855",855,"135 University Ave SW",34.0486772486773,53328.2108108108,378,199284,52961,117303,6495,17233,5292,"13","121","01694833","0500000US13121","13121","Fulton","Fulton County","GA","Georgia","06",1364133162,19666288,"GA","state",c(-84.392618, 33.721775)
"856",856,"135 US Highway 319 S",39.6841772151899,48795.4,474,128311,81355,29606,1687,13031,2632,"13","071","00343936","0500000US13071","13071","Colquitt","Colquitt County","GA","Georgia","06",1416818773,24869747,"GA","state",c(-83.785283, 31.114334)
"857",857,"1350 Boggs Rd",33.0161585365854,59666.1097560976,328,171818,55348,60151,15253,36630,4436,"13","135","01688166","0500000US13135","13135","Gwinnett","Gwinnett County","GA","Georgia","06",1115653877,15611813,"GA","state",c(-84.091832, 33.950052)
"858",858,"1350 E Bypass NE",39.100641025641,46822.1602564103,156,57992,32241,15769,1433,7609,940,"13","071","00343936","0500000US13071","13071","Colquitt","Colquitt County","GA","Georgia","06",1416818773,24869747,"GA","state",c(-83.777775, 31.208747)
"859",859,"1350 E Bypass NE",37.7304761904762,44841.4577114428,210,72718,43236,19029,1218,7943,1292,"13","071","00343936","0500000US13071","13071","Colquitt","Colquitt County","GA","Georgia","06",1416818773,24869747,"GA","state",c(-83.777653, 31.208955)
"860",860,"1350 S Cobb Dr SE",34.9344594594595,60532.1060433295,888,460265,223175,134427,17262,71825,13576,"13","067","01686112","0500000US13067","13067","Cobb","Cobb County","GA","Georgia","06",880026860,12347127,"GA","state",c(-84.549873, 33.91926)
"861",861,"1352 Us Hwy 80",37.9052631578947,64470.9454545455,114,52328,35749,12406,885,1837,1451,"13","103","00350219","0500000US13103","13103","Effingham","Effingham County","GA","Georgia","06",1240161595,10552453,"GA","state",c(-81.385956, 32.168279)
"862",862,"1353 Klondike Rd SW",36.5931818181818,61375.946969697,132,96710,30993,55858,1421,6360,2078,"13","247","00357592","0500000US13247","13247","Rockdale","Rockdale County","GA","Georgia","06",336226920,5900974,"GA","state",c(-84.032101, 33.66499)
"863",863,"1354 E McCarty St",40.9951612903226,46452.8225806452,62,19026,9614,8069,166,723,454,"13","303","00348428","0500000US13303","13303","Washington","Washington County","GA","Georgia","06",1757373959,15099021,"GA","state",c(-82.781297, 32.986605)
"864",864,"1355 Blair Bridge Rd",36.4913875598086,57102.1626794258,209,123682,38982,61715,5904,13834,3247,"13","067","01686112","0500000US13067","13067","Cobb","Cobb County","GA","Georgia","06",880026860,12347127,"GA","state",c(-84.594302, 33.781722)
"865",865,"1355 E King Ave Ste B",39.2290390707497,66468.6444683136,947,444706,311761,64518,9818,45989,12620,"13","039","01671316","0500000US13039","13039","Camden","Camden County","GA","Georgia","06",1632622505,392508756,"GA","state",c(-81.653332, 30.789643)
"866",866,"1355 Main St S",37.86875,43754.0416666667,48,17452,7562,7595,81,2028,186,"13","277","00344090","0500000US13277","13277","Tift","Tift County","GA","Georgia","06",675702087,20458524,"GA","state",c(-83.506083, 31.44377)
"867",867,"1355 Milstead Ave NE",38.5602564102564,58194.6025641026,78,52517,20900,25728,1269,3173,1447,"13","247","00357592","0500000US13247","13247","Rockdale","Rockdale County","GA","Georgia","06",336226920,5900974,"GA","state",c(-84.005586, 33.679045)
"868",868,"1355 S Park St",38.3292993630573,60614.8922273024,1570,340338,253610,53892,5043,19075,8718,"13","045","00326650","0500000US13045","13045","Carroll","Carroll County","GA","Georgia","06",1292752874,12024409,"GA","state",c(-85.07412, 33.553995)
"869",869,"1359 GA Highway 22 E",41.80875,61583.7125,80,29921,18880,9203,903,658,277,"13","169","00345367","0500000US13169","13169","Jones","Jones County","GA","Georgia","06",1020304152,3820256,"GA","state",c(-83.429441, 33.03288)
"870",870,"13598 Us 301",35.2064516129032,48906.5806451613,31,17424,10574,3445,228,2861,316,"13","267","00347445","0500000US13267","13267","Tattnall","Tattnall County","GA","Georgia","06",1245369512,19447412,"GA","state",c(-81.913588, 32.025227)
"871",871,"136 E College St",42.2737179487179,50416.4038461538,156,46878,38267,5429,384,1776,1022,"13","045","00326650","0500000US13045","13045","Carroll","Carroll County","GA","Georgia","06",1292752874,12024409,"GA","state",c(-85.251841, 33.538386)
"872",872,"136 W Belmont Dr",40.7049295774648,53524.4420289855,142,55396,43063,3072,602,7667,992,"13","129","00356672","0500000US13129","13129","Gordon","Gordon County","GA","Georgia","06",923182601,5729235,"GA","state",c(-84.937456, 34.478926)
"873",873,"1360 Holcomb Bridge Rd",38.0805785123967,91777.8388429752,242,157374,90397,30457,11478,20066,4976,"13","121","01694833","0500000US13121","13121","Fulton","Fulton County","GA","Georgia","06",1364133162,19666288,"GA","state",c(-84.321786, 34.021696)
"874",874,"1361 Joe Frank Harris Pkwy SE",38.806230529595,61625.4953271028,321,132348,98527,16131,2378,11266,4046,"13","015","00351604","0500000US13015","13015","Bartow","Bartow County","GA","Georgia","06",1188568883,27370205,"GA","state",c(-84.81913, 34.206506)
"875",875,"1361 Joe Frank Harris Pkwy SE",38.6532467532468,58583.0136986301,77,37966,29074,4818,586,2640,848,"13","015","00351604","0500000US13015","13015","Bartow","Bartow County","GA","Georgia","06",1188568883,27370205,"GA","state",c(-84.819045, 34.20651)
"876",876,"1362 Boulevard SE",33.7489959839357,53506.0897959184,249,153857,38763,85677,6967,17774,4676,"13","121","01694833","0500000US13121","13121","Fulton","Fulton County","GA","Georgia","06",1364133162,19666288,"GA","state",c(-84.36826, 33.717387)
"877",877,"1364 Joe Frank Harris Pkwy SE",39.2245689655172,64379.1008140263,1624,540217,392324,62701,17283,53092,14817,"13","015","00351604","0500000US13015","13015","Bartow","Bartow County","GA","Georgia","06",1188568883,27370205,"GA","state",c(-84.818712, 34.207444)
"878",878,"1365 Powers Ferry Rd SE",39.2375,84815.6875,64,36684,23432,5604,3193,3470,985,"13","067","01686112","0500000US13067","13067","Cobb","Cobb County","GA","Georgia","06",880026860,12347127,"GA","state",c(-84.466536, 33.918602)
"879",879,"1367 Sam Nunn Blvd",39.9669318181818,65188.3105022831,880,281932,189566,54427,9076,22069,6794,"13","153","01671693","0500000US13153","13153","Houston","Houston County","GA","Georgia","06",973954137,9990192,"GA","state",c(-83.740562, 32.467824)
"880",880,"13670 E Olgothorpe Hwy",40.0610354223433,66869.5097493036,367,217902,131742,38714,8271,32062,7113,"13","179","00357095","0500000US13179","13179","Liberty","Liberty County","GA","Georgia","06",1337654102,222884791,"GA","state",c(-81.382428, 31.78082)
"881",881,"13689 E Oglethorpe Hwy",39.3758290816327,67248.6074406671,1568,966268,569645,191587,34260,138960,31816,"13","179","00357095","0500000US13179","13179","Liberty","Liberty County","GA","Georgia","06",1337654102,222884791,"GA","state",c(-81.383254, 31.779599)
"882",882,"137 College St NE",40.7166666666667,61517.2,24,7638,5516,1483,76,246,317,"13","273","00352238","0500000US13273","13273","Terrell","Terrell County","GA","Georgia","06",869695791,4951325,"GA","state",c(-84.512132, 31.895729)
"883",883,"137 S Lee St",36.1984126984127,41937.4444444444,63,24604,8958,13160,499,1541,446,"13","261","00343504","0500000US13261","13261","Sumter","Sumter County","GA","Georgia","06",1250646286,25211441,"GA","state",c(-84.232215, 32.070576)
"884",884,"1371 GA Highway 40 E",40.3243161094225,69351.0977917981,329,139879,100369,22332,3053,8651,5474,"13","039","01671316","0500000US13039","13039","Camden","Camden County","GA","Georgia","06",1632622505,392508756,"GA","state",c(-81.651973, 30.789385)
"885",885,"13722 Jones St",41.943654822335,66474.4872579001,985,453275,316623,64583,24430,35384,12255,"13","119","00349324","0500000US13119","13119","Franklin","Franklin County","GA","Georgia","06",676893233,12732649,"GA","state",c(-83.118706, 34.445938)
"886",886,"13740 E Oglethorpe Hwy",39.9760714285714,62418.3677536232,560,321570,198259,62655,9955,40741,9960,"13","179","00357095","0500000US13179","13179","Liberty","Liberty County","GA","Georgia","06",1337654102,222884791,"GA","state",c(-81.382221, 31.780428)
"887",887,"1375 Mount Zion Rd",37.164,66395.6,25,13094,7402,3439,754,909,590,"13","063","01672399","0500000US13063","13063","Clayton","Clayton County","GA","Georgia","06",366879097,6962586,"GA","state",c(-84.34577, 33.570237)
"888",888,"1376 Scrubby Bluff Rd",41.2533495736906,64721.39184178,821,529096,350686,94086,13149,56259,14916,"13","039","01671316","0500000US13039","13039","Camden","Camden County","GA","Georgia","06",1632622505,392508756,"GA","state",c(-81.655628, 30.759857)
"889",889,"13774 Highway 27",39.3876404494382,38713.3033707865,89,31175,23149,3261,305,3869,591,"13","055","00352213","0500000US13055","13055","Chattooga","Chattooga County","GA","Georgia","06",811512398,570806,"GA","state",c(-85.309913, 34.524568)
"890",890,"138 E Jarman St",38.7533632286995,45022.1367924528,223,59319,41218,11788,443,4748,1122,"13","161","01687999","0500000US13161","13161","Jeff Davis","Jeff Davis County","GA","Georgia","06",857075892,11600966,"GA","state",c(-82.586138, 31.863922)
"891",891,"138 Ga 23 S",39.1744186046512,63022.7317073171,86,37322,22630,10706,680,2058,1248,"13","033","00347944","0500000US13033","13033","Burke","Burke County","GA","Georgia","06",2142015889,20578826,"GA","state",c(-81.950907, 33.223527)
"892",892,"138 Martin Luther King Junior Dr",35.5206896551724,37887.36,29,6976,4196,2163,16,439,162,"13","209","00352276","0500000US13209","13209","Montgomery","Montgomery County","GA","Georgia","06",624563058,9191488,"GA","state",c(-82.592595, 32.191031)
"893",893,"1380 Lawrenceville Hwy",37.9705607476635,82262.2009345794,214,123406,64720,28372,11055,15457,3802,"13","135","01688166","0500000US13135","13135","Gwinnett","Gwinnett County","GA","Georgia","06",1115653877,15611813,"GA","state",c(-84.023279, 33.983959)
"894",894,"1382 Brockett Rd",35.2347014925373,58341.7269230769,268,144857,43527,71641,10485,14161,5043,"13","089","01687424","0500000US13089","13089","DeKalb","DeKalb County","GA","Georgia","06",693443933,8858826,"GA","state",c(-84.233073, 33.823429)
"895",895,"1384 Tom Born Rd",43.0712121212121,66286.2348484848,132,62736,43452,8152,2550,7178,1404,"13","137","00351383","0500000US13137","13137","Habersham","Habersham County","GA","Georgia","06",717083984,5669790,"GA","state",c(-83.428653, 34.675969)
"896",896,"1384 Tom Born Rd",41.4150684931507,53078.3150684932,73,29724,20360,1125,906,5050,2283,"13","137","00351383","0500000US13137","13137","Habersham","Habersham County","GA","Georgia","06",717083984,5669790,"GA","state",c(-83.428424, 34.67604)
"897",897,"1385 Ga 34",38.0834782608696,70839.1902654867,230,106918,64704,28746,1914,8861,2693,"13","077","00326666","0500000US13077","13077","Coweta","Coweta County","GA","Georgia","06",1142364907,12680737,"GA","state",c(-84.733693, 33.39854)
"898",898,"1385 Grayson Hwy",36.9600461893764,78721.1285824942,1299,513353,248860,157069,27615,63934,15875,"13","135","01688166","0500000US13135","13135","Gwinnett","Gwinnett County","GA","Georgia","06",1115653877,15611813,"GA","state",c(-83.970396, 33.912539)
"899",899,"1385 McFarland Pkwy",40.648275862069,83813.2068965517,29,21605,17085,997,1729,1376,418,"13","117","01673358","0500000US13117","13117","Forsyth","Forsyth County","GA","Georgia","06",581757645,58447999,"GA","state",c(-84.222225, 34.116962)
"900",900,"1385 W Ga 122",36.031875,49911.5570469799,160,50508,35037,8743,859,4324,1545,"13","173","00348102","0500000US13173","13173","Lanier","Lanier County","GA","Georgia","06",509030778,8418857,"GA","state",c(-83.179105, 31.025117)
"901",901,"13870 Us 19 N",40.990756302521,70841.6722689076,119,68030,54837,5659,1768,4085,1681,"13","187","00357196","0500000US13187","13187","Lumpkin","Lumpkin County","GA","Georgia","06",732820607,3275562,"GA","state",c(-83.904601, 34.66002)
"902",902,"13883 US Highway 19 S",42.2792184724689,54932.2760511883,563,206832,130612,48911,3548,18601,5160,"13","275","00343835","0500000US13275","13275","Thomas","Thomas County","GA","Georgia","06",1410592606,19645695,"GA","state",c(-83.94469, 30.839028)
"903",903,"1389 Highway 29 S",40.3420585967618,66730.7102803738,2594,1149300,695041,268650,37644,119902,28063,"13","077","00326666","0500000US13077","13077","Coweta","Coweta County","GA","Georgia","06",1142364907,12680737,"GA","state",c(-84.78031, 33.326622)
"904",904,"1389 Pio Nono Ave",35.2247191011236,48930.5632183908,178,87558,39257,41719,1897,3188,1497,"13","021","01672039","0500000US13021","13021","Bibb","Bibb County","GA","Georgia","06",645898113,14305197,"GA","state",c(-83.662861, 32.832358)
"905",905,"1389 Redmond Cir NW",38.241958041958,55787.9090909091,143,57502,37873,8460,817,9080,1272,"13","115","00353665","0500000US13115","13115","Floyd","Floyd County","GA","Georgia","06",1320404595,22414013,"GA","state",c(-85.214181, 34.285131)
"906",906,"13890 Ga 122",41.7773333333333,54271.8507462687,75,20490,14427,3733,257,1970,103,"13","027","00345518","0500000US13027","13027","Brooks","Brooks County","GA","Georgia","06",1277341275,11955761,"GA","state",c(-83.513921, 31.008139)
"907",907,"139 E Crogan St",34.3340909090909,65779.6395348837,176,122642,48995,39325,9860,20540,3922,"13","135","01688166","0500000US13135","13135","Gwinnett","Gwinnett County","GA","Georgia","06",1115653877,15611813,"GA","state",c(-83.976157, 33.957147)
"908",908,"139 Highway 138 SE",32.1673170731707,56897.7412935323,205,135436,34850,78192,4381,14186,3827,"13","063","01672399","0500000US13063","13063","Clayton","Clayton County","GA","Georgia","06",366879097,6962586,"GA","state",c(-84.386261, 33.540564)
"909",909,"1390 Richard D Sailors Pkwy",38.454347826087,72077.8167701863,322,173388,87798,61953,3081,15794,4762,"13","067","01686112","0500000US13067","13067","Cobb","Cobb County","GA","Georgia","06",880026860,12347127,"GA","state",c(-84.667053, 33.861141)
"910",910,"13900 Us 27",41.5481481481481,45662.6481481481,108,36228,28489,2175,686,4218,660,"13","055","00352213","0500000US13055","13055","Chattooga","Chattooga County","GA","Georgia","06",811512398,570806,"GA","state",c(-85.309114, 34.526142)
"911",911,"1395 Georgia Highway 138 SE",37.9752659574468,66739.8431635389,1504,822881,380215,327306,26671,66054,22635,"13","247","00357592","0500000US13247","13247","Rockdale","Rockdale County","GA","Georgia","06",336226920,5900974,"GA","state",c(-83.998672, 33.65922)
"912",912,"1395 Highway 411 NE",39.7386363636364,64022.5587144623,836,323104,236878,44207,6280,26345,9394,"13","015","00351604","0500000US13015","13015","Bartow","Bartow County","GA","Georgia","06",1188568883,27370205,"GA","state",c(-84.799634, 34.207878)
"913",913,"1395 Highway 411 NE",39.0335805084746,62469.3473570658,944,339979,255681,36340,4968,32307,10683,"13","015","00351604","0500000US13015","13015","Bartow","Bartow County","GA","Georgia","06",1188568883,27370205,"GA","state",c(-84.799658, 34.207885)
"914",914,"1396 Fairview Rd",41.6404761904762,74845.7023809524,84,51183,17995,27522,1440,2786,1440,"13","151","01671894","0500000US13151","13151","Henry","Henry County","GA","Georgia","06",825449018,20273034,"GA","state",c(-84.198063, 33.606413)
"915",915,"14 Chateau Dr SE",39.8403614457831,54269.9759036145,166,80107,60666,10166,1378,6004,1893,"13","115","00353665","0500000US13115","13115","Floyd","Floyd County","GA","Georgia","06",1320404595,22414013,"GA","state",c(-85.1539, 34.222075)
"916",916,"14 Commerce Pl",40.7913593256059,60685.2165397171,949,479894,305427,117465,10014,33172,13816,"13","143","00350637","0500000US13143","13143","Haralson","Haralson County","GA","Georgia","06",730804593,2616531,"GA","state",c(-85.261661, 33.68264)
"917",917,"14 Mill St",40.9752212389381,70132.4247787611,113,62400,46428,5699,1310,6899,2064,"13","057","01685718","0500000US13057","13057","Cherokee","Cherokee County","GA","Georgia","06",1090597331,34427734,"GA","state",c(-84.494584, 34.258072)
"918",918,"14 N Main St",42.2070671378092,50570.5123674912,283,80628,64939,8107,965,4991,1626,"13","195","01688004","0500000US13195","13195","Madison","Madison County","GA","Georgia","06",731214552,8448220,"GA","state",c(-83.291809, 34.172453)
"919",919,"140 Keith Dr",39.9284482758621,76846.9137931034,232,147765,118197,8921,2286,14384,3977,"13","057","01685718","0500000US13057","13057","Cherokee","Cherokee County","GA","Georgia","06",1090597331,34427734,"GA","state",c(-84.463539, 34.255199)
"920",920,"140 N Main St",44.88,30563.6666666667,15,2077,438,1514,1,123,1,"13","163","00345714","0500000US13163","13163","Jefferson","Jefferson County","GA","Georgia","06",1363771357,8059597,"GA","state",c(-82.404293, 32.859226)
"921",921,"140 N Salem Rd NE",39.3882352941176,66253.7692307692,238,156988,73301,67476,3821,9699,2691,"13","247","00357592","0500000US13247","13247","Rockdale","Rockdale County","GA","Georgia","06",336226920,5900974,"GA","state",c(-83.977268, 33.639105)
"922",922,"140 New Campground Road",37.906,77404.7428571429,350,206274,91872,84571,7979,14810,7042,"13","151","01671894","0500000US13151","13151","Henry","Henry County","GA","Georgia","06",825449018,20273034,"GA","state",c(-84.17807, 33.492437)
"923",923,"140 Old River Bridge Rd SE",38.6108695652174,56362.3977272727,92,23097,10823,11135,567,349,223,"13","009","00345255","0500000US13009","13009","Baldwin","Baldwin County","GA","Georgia","06",670025212,24806035,"GA","state",c(-83.209686, 33.083363)
"924",924,"140 W Main St",35.0159090909091,39604.7261904762,88,36237,21079,11889,624,1742,903,"13","031","00350302","0500000US13031","13031","Bulloch","Bulloch County","GA","Georgia","06",1750735216,32827779,"GA","state",c(-81.78863, 32.449615)
"925",925,"1400 Bowens Mill Rd SE",37.9987927565392,44070.7190775681,497,117702,73960,28913,1425,11458,1946,"13","069","00347456","0500000US13069","13069","Coffee","Coffee County","GA","Georgia","06",1533972030,26884091,"GA","state",c(-82.846621, 31.487019)
"926",926,"1400 Double Churches Rd",38.8722972972973,79959.152027027,296,103510,71301,18679,3987,6052,3491,"13","215","00357428","0500000US13215","13215","Muscogee","Muscogee County","GA","Georgia","06",560718761,11696847,"GA","state",c(-84.972498, 32.555573)
"927",927,"1400 Double Churches Rd",39.34375,79585.8541666667,96,47612,29823,9963,1965,4007,1854,"13","215","00357428","0500000US13215","13215","Muscogee","Muscogee County","GA","Georgia","06",560718761,11696847,"GA","state",c(-84.972727, 32.555738)
"928",928,"1400 Ernest W Barrett Pkwy NW",37.4676072234763,84249.4133030131,1776,813544,504434,176768,26503,82688,23151,"13","067","01686112","0500000US13067","13067","Cobb","Cobb County","GA","Georgia","06",880026860,12347127,"GA","state",c(-84.5912, 33.995918)
"929",929,"1400 Moultrie Rd",50.5,68000,4,2431,1244,1165,0,0,22,"13","095","00351259","0500000US13095","13095","Dougherty","Dougherty County","GA","Georgia","06",851183381,15352851,"GA","state",c(-84.107091, 31.540968)
"930",930,"1400 N Jefferson St",38.2935400516796,54688.5386666667,387,117116,61702,44941,1773,6376,2324,"13","095","00351259","0500000US13095","13095","Dougherty","Dougherty County","GA","Georgia","06",851183381,15352851,"GA","state",c(-84.155485, 31.596103)
"931",931,"1400 N Park St # 57",38.0407272727273,55697.1709090909,275,133251,101697,19129,1080,8193,3152,"13","045","00326650","0500000US13045","13045","Carroll","Carroll County","GA","Georgia","06",1292752874,12024409,"GA","state",c(-85.082994, 33.605998)
"932",932,"1400 N Thornton Ave",38.4729641693811,53025.664495114,307,105998,79855,3226,1718,19757,1442,"13","313","00353513","0500000US13313","13313","Whitfield","Whitfield County","GA","Georgia","06",752248663,1579031,"GA","state",c(-84.982982, 34.792832)
"933",933,"1400 Old Conyers Rd",37.525,69440.7222222222,36,24420,11796,10001,256,1978,389,"13","151","01671894","0500000US13151","13151","Henry","Henry County","GA","Georgia","06",825449018,20273034,"GA","state",c(-84.196661, 33.564045)
"934",934,"1400 Old Conyers Rd",38.662660944206,72007.8626609442,233,115574,50183,51666,2635,7724,3366,"13","151","01671894","0500000US13151","13151","Henry","Henry County","GA","Georgia","06",825449018,20273034,"GA","state",c(-84.196661, 33.564091)
"935",935,"1400 Palmyra Rd",35.5294117647059,44499.8823529412,34,24791,12716,9426,1343,1061,245,"13","095","00351259","0500000US13095","13095","Dougherty","Dougherty County","GA","Georgia","06",851183381,15352851,"GA","state",c(-84.162244, 31.596026)
