"","X","street_address","wam_age","wam_income","ttl_value","ttl_population","ttl_white","ttl_black","ttl_asian","ttl_hispanic","ttl_other","statefp","countyfp","countyns","affgeoid","geoid","name","namelsad","stusps","state_name","lsad","aland","awater","state_abbr","jurisdiction_type","geometry"
"5165",5165,"720 Donald Lee Hollowell Pkwy NW",35.8070652173913,48855.8166666667,184,120541,34037,70785,4637,8528,2554,"13","121","01694833","0500000US13121","13121","Fulton","Fulton County","GA","Georgia","06",1364133162,19666288,"GA","state",c(-84.410705, 33.772836)
"5166",5166,"720 Faceville Hwy",38.5925170068027,46086.3521126761,147,61474,36433,16631,1224,5822,1364,"13","087","00352234","0500000US13087","13087","Decatur","Decatur County","GA","Georgia","06",1546842840,67154651,"GA","state",c(-84.592824, 30.886632)
"5167",5167,"7203 Abercorn St",37.4157894736842,58319.8854961832,266,177963,91340,56837,7140,15970,6676,"13","051","01694477","0500000US13051","13051","Chatham","Chatham County","GA","Georgia","06",1121772804,509852786,"GA","state",c(-81.114833, 32.010478)
"5168",5168,"7203 Abercorn St",37.1963636363636,59934.4666666667,165,129150,68933,42775,3348,9758,4336,"13","051","01694477","0500000US13051","13051","Chatham","Chatham County","GA","Georgia","06",1121772804,509852786,"GA","state",c(-81.1148, 32.010595)
"5169",5169,"7204 Abercorn St",38.4875,64903.9791666667,336,229171,133997,59664,5907,21324,8279,"13","051","01694477","0500000US13051","13051","Chatham","Chatham County","GA","Georgia","06",1121772804,509852786,"GA","state",c(-81.113906, 32.010362)
"5170",5170,"7212 Lakes Blvd",39.9882978723404,67145.8692307692,658,409906,260217,77643,13517,46816,11713,"13","185","00326720","0500000US13185","13185","Lowndes","Lowndes County","GA","Georgia","06",1287842038,34542105,"GA","state",c(-83.224502, 30.679199)
"5171",5171,"7215 Lakes Blvd",42.1025862068966,59198.5,348,198869,127409,30945,7306,27135,6074,"13","185","00326720","0500000US13185","13185","Lowndes","Lowndes County","GA","Georgia","06",1287842038,34542105,"GA","state",c(-83.22448, 30.679888)
"5172",5172,"7215 Lakes Blvd",38.2530120481928,56496.265060241,83,62172,42348,8019,2868,6681,2256,"13","185","00326720","0500000US13185","13185","Lowndes","Lowndes County","GA","Georgia","06",1287842038,34542105,"GA","state",c(-83.224499, 30.680046)
"5173",5173,"7217 Ga 72 E",43.6036363636364,40924.6545454545,55,16762,12018,3124,96,1276,248,"13","195","01688004","0500000US13195","13195","Madison","Madison County","GA","Georgia","06",731214552,8448220,"GA","state",c(-83.016141, 34.056229)
"5174",5174,"722 Harbins Rd NW",32.7887966804979,55354.7053941909,241,123428,34897,31369,15075,38748,3339,"13","135","01688166","0500000US13135","13135","Gwinnett","Gwinnett County","GA","Georgia","06",1115653877,15611813,"GA","state",c(-84.162028, 33.895919)
"5175",5175,"722 Joe Frank Harris Pkwy SE",35.01,58221.6,40,31164,23039,5874,293,1441,517,"13","015","00351604","0500000US13015","13015","Bartow","Bartow County","GA","Georgia","06",1188568883,27370205,"GA","state",c(-84.784852, 34.18248)
"5176",5176,"7225 Rockbridge Rd",38.2615196078431,70601.2244143033,816,308183,91699,171588,11446,26433,7017,"13","089","01687424","0500000US13089","13089","DeKalb","DeKalb County","GA","Georgia","06",693443933,8858826,"GA","state",c(-84.101859, 33.784703)
"5177",5177,"723 Boulevard",37.4609756097561,55697.4380165289,246,138992,86880,27028,4666,17592,2826,"13","059","01672699","0500000US13059","13059","Clarke","Clarke County","GA","Georgia","06",308784927,4688313,"GA","state",c(-83.393139, 33.965641)
"5178",5178,"724 E Kytle St",44.46,53880.0292682927,205,78711,64622,6153,1250,4736,1950,"13","311","00326781","0500000US13311","13311","White","White County","GA","Georgia","06",623524633,3917258,"GA","state",c(-83.75126, 34.593992)
"5179",5179,"724 E Kytle St",42.1716981132075,56469.8867924528,53,24998,22755,469,463,911,400,"13","311","00326781","0500000US13311","13311","White","White County","GA","Georgia","06",623524633,3917258,"GA","state",c(-83.751336, 34.59403)
"5180",5180,"724 Highway 11",38.9680952380952,63235.3203883495,210,108835,77331,19581,3010,6552,2361,"13","297","00351264","0500000US13297","13297","Walton","Walton County","GA","Georgia","06",846461373,8234387,"GA","state",c(-83.699994, 33.759141)
"5181",5181,"724 Laney Walker Boulevard Ext",39.596783625731,58057.2365269461,342,169990,103734,43178,4081,13343,5654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-81.924842, 33.451768)
"5182",5182,"724 S Main St",37.4238372093023,46024.9444444444,172,49075,36232,5152,218,6407,1066,"13","233","00343585","0500000US13233","13233","Polk","Polk County","GA","Georgia","06",803767094,4673256,"GA","state",c(-85.255342, 34.007034)
"5183",5183,"724 S Main St",45.4833333333333,36486.5,24,6655,5313,118,0,996,228,"13","233","00343585","0500000US13233","13233","Polk","Polk County","GA","Georgia","06",803767094,4673256,"GA","state",c(-85.255479, 34.007151)
"5184",5184,"7240 Highway 115 E",45.06,57225.9428571429,105,50637,44498,1838,646,2601,1054,"13","311","00326781","0500000US13311","13311","White","White County","GA","Georgia","06",623524633,3917258,"GA","state",c(-83.642765, 34.574124)
"5185",5185,"725 1st St",41.3264242424242,71646.9876695438,825,443807,312170,73099,13993,30485,14060,"13","051","01694477","0500000US13051","13051","Chatham","Chatham County","GA","Georgia","06",1121772804,509852786,"GA","state",c(-80.848085, 32.016188)
"5186",5186,"725 Alabama St",35.347619047619,47473.8875,84,35500,21513,9335,413,3097,1142,"13","045","00326650","0500000US13045","13045","Carroll","Carroll County","GA","Georgia","06",1292752874,12024409,"GA","state",c(-85.087954, 33.581831)
"5187",5187,"725 Grayson Hwy",37.1094527363184,77306.039800995,201,181261,91003,53826,9817,21319,5296,"13","135","01688166","0500000US13135","13135","Gwinnett","Gwinnett County","GA","Georgia","06",1115653877,15611813,"GA","state",c(-83.978125, 33.932699)
"5188",5188,"725 Lanier 400 Pkwy",42.95375,95667.7375,80,39277,30505,3046,1703,3384,639,"13","117","01673358","0500000US13117","13117","Forsyth","Forsyth County","GA","Georgia","06",581757645,58447999,"GA","state",c(-84.127938, 34.208721)
"5189",5189,"725 Lanier Parkway",41.6037878787879,96391.946969697,132,66301,51218,3805,2648,7145,1485,"13","117","01673358","0500000US13117","13117","Forsyth","Forsyth County","GA","Georgia","06",581757645,58447999,"GA","state",c(-84.127919, 34.208719)
"5190",5190,"725 S Main St",34.0066666666667,48734.5555555556,90,40554,22828,14057,325,2084,1260,"13","031","00350302","0500000US13031","13031","Bulloch","Bulloch County","GA","Georgia","06",1750735216,32827779,"GA","state",c(-81.791278, 32.424619)
"5191",5191,"725 Sandhill Hulett Rd",42.1180952380952,73781.1768488746,315,103474,68503,21204,1718,9258,2791,"13","045","00326650","0500000US13045","13045","Carroll","Carroll County","GA","Georgia","06",1292752874,12024409,"GA","state",c(-84.951828, 33.639464)
"5192",5192,"726 Joe Frank Harris Pkwy SE",39.3639175257732,64832.4347826087,97,61693,50936,5723,637,2665,1732,"13","015","00351604","0500000US13015","13015","Bartow","Bartow County","GA","Georgia","06",1188568883,27370205,"GA","state",c(-84.784974, 34.183223)
"5193",5193,"7264 Tara Blvd",33.4600660066007,55209.9419795222,303,178594,37071,113032,4254,20019,4218,"13","063","01672399","0500000US13063","13063","Clayton","Clayton County","GA","Georgia","06",366879097,6962586,"GA","state",c(-84.37002, 33.555947)
"5194",5194,"727 Hickory Rd",40.0086124401914,83655.4585365854,209,112987,85551,10114,2020,12486,2816,"13","057","01685718","0500000US13057","13057","Cherokee","Cherokee County","GA","Georgia","06",1090597331,34427734,"GA","state",c(-84.489735, 34.176249)
"5195",5195,"7277 Robbins Rd",33.198753894081,60675.2397476341,321,124391,77403,28518,2042,13154,3274,"13","185","00326720","0500000US13185","13185","Lowndes","Lowndes County","GA","Georgia","06",1287842038,34542105,"GA","state",c(-83.208216, 30.971337)
"5196",5196,"7277 Robbins Rd",31.782,50054.29,100,47961,27730,10056,923,8240,1012,"13","185","00326720","0500000US13185","13185","Lowndes","Lowndes County","GA","Georgia","06",1287842038,34542105,"GA","state",c(-83.21083, 30.973197)
"5197",5197,"7278 Fielder Rd",35.0090909090909,57863.3425076453,352,142769,34330,83277,7286,13431,4445,"13","063","01672399","0500000US13063","13063","Clayton","Clayton County","GA","Georgia","06",366879097,6962586,"GA","state",c(-84.298674, 33.556766)
"5198",5198,"728 W Oglethorpe Ave",32.2,40932.8,50,27328,12464,9235,1160,3123,1346,"13","051","01694477","0500000US13051","13051","Chatham","Chatham County","GA","Georgia","06",1121772804,509852786,"GA","state",c(-81.101933, 32.079962)
"5199",5199,"7281 Columbus Hwy",42.6932432432432,62104.027027027,74,38875,27134,7680,624,2528,909,"13","263","00326757","0500000US13263","13263","Talbot","Talbot County","GA","Georgia","06",1013662778,8766848,"GA","state",c(-84.664768, 32.553023)
"5200",5200,"7285 Hawkinsville Rd",38.6484375,57312.0234375,128,74084,45466,18744,3151,4352,2371,"13","021","01672039","0500000US13021","13021","Bibb","Bibb County","GA","Georgia","06",645898113,14305197,"GA","state",c(-83.648326, 32.714101)
"5201",5201,"7291 Reinhardt College Pkwy",41.5063909774436,71732.5916030534,270,131880,103477,10240,1069,12151,4943,"13","057","01685718","0500000US13057","13057","Cherokee","Cherokee County","GA","Georgia","06",1090597331,34427734,"GA","state",c(-84.553296, 34.31681)
"5202",5202,"7295 Highway 85",34.2757188498403,51174.2875399361,313,155804,21535,111958,3666,13810,4835,"13","063","01672399","0500000US13063","13063","Clayton","Clayton County","GA","Georgia","06",366879097,6962586,"GA","state",c(-84.41477, 33.555745)
"5203",5203,"7297 Tara Blvd",33.112972972973,53062.8604651163,185,127778,27342,77493,5119,13157,4667,"13","063","01672399","0500000US13063","13063","Clayton","Clayton County","GA","Georgia","06",366879097,6962586,"GA","state",c(-84.371148, 33.555206)
"5204",5204,"730 Central Dr",40.9237804878049,39053.9634146341,164,33284,23023,8385,324,1044,508,"13","175","00346568","0500000US13175","13175","Laurens","Laurens County","GA","Georgia","06",2090990042,28838468,"GA","state",c(-82.875114, 32.549334)
"5205",5205,"730 N Main St",40.9263636363636,53266,220,53627,38807,7607,543,5406,1264,"13","233","00343585","0500000US13233","13233","Polk","Polk County","GA","Georgia","06",803767094,4673256,"GA","state",c(-85.248475, 34.024973)
"5206",5206,"731 1st Ave",44.5906417112299,58012.8796791444,374,105415,81325,6472,2322,12205,3091,"13","123","00351260","0500000US13123","13123","Gilmer","Gilmer County","GA","Georgia","06",1103886631,12283371,"GA","state",c(-84.476891, 34.676892)
"5207",5207,"731 Highway 211 NW",37.1934426229508,69760.0093676815,427,203037,137708,27410,7543,23378,6998,"13","013","00356976","0500000US13013","13013","Barrow","Barrow County","GA","Georgia","06",417082919,4909580,"GA","state",c(-83.764209, 34.022202)
"5208",5208,"731 Highway 211 NW Ste B",37.9361538461538,64376.7,130,65006,46160,8955,2292,5960,1639,"13","013","00356976","0500000US13013","13013","Barrow","Barrow County","GA","Georgia","06",417082919,4909580,"GA","state",c(-83.76403, 34.022255)
"5209",5209,"731 N Main St",40.2172881355932,50977.9137931034,295,77948,61439,6903,653,7066,1887,"13","233","00343585","0500000US13233","13233","Polk","Polk County","GA","Georgia","06",803767094,4673256,"GA","state",c(-85.250103, 34.025782)
"5210",5210,"7316 Tribble Gap Rd",41.5214876033058,60206.3388429752,121,51893,41119,3269,755,5656,1094,"13","139","01686953","0500000US13139","13139","Hall","Hall County","GA","Georgia","06",1017833590,93989123,"GA","state",c(-83.645432, 34.428555)
"5211",5211,"732 Harbins Rd NW",32.2668539325843,54181.8595505618,178,91072,28437,23199,9186,27380,2870,"13","135","01688166","0500000US13135","13135","Gwinnett","Gwinnett County","GA","Georgia","06",1115653877,15611813,"GA","state",c(-84.162892, 33.89664)
"5212",5212,"732 US Highway 82",39.3619469026549,42875.1769911504,113,35737,18992,14295,467,1230,753,"13","239","00350547","0500000US13239","13239","Quitman","Quitman County","GA","Georgia","06",391703076,24158295,"GA","state",c(-85.110476, 31.88789)
"5213",5213,"7320 Adairsville Hwy",40.3733333333333,61436,60,30920,23992,2516,969,2693,750,"13","015","00351604","0500000US13015","13015","Bartow","Bartow County","GA","Georgia","06",1188568883,27370205,"GA","state",c(-84.934032, 34.376506)
"5214",5214,"7320 Blue Ridge Dr",45.280487804878,47275.7073170732,41,25202,15882,4272,1031,3456,561,"13","111","00351094","0500000US13111","13111","Fannin","Fannin County","GA","Georgia","06",1002597521,13473582,"GA","state",c(-84.361123, 34.896734)
"5215",5215,"7320 Blue Ridge Dr",48.2181208053691,59190.5637583893,149,58107,47837,4047,669,3789,1765,"13","111","00351094","0500000US13111","13111","Fannin","Fannin County","GA","Georgia","06",1002597521,13473582,"GA","state",c(-84.361129, 34.896755)
"5216",5216,"7320 Roswell Rd",39.2028268551237,89837.1590106007,283,149810,86271,31127,14411,13651,4350,"13","121","01694833","0500000US13121","13121","Fulton","Fulton County","GA","Georgia","06",1364133162,19666288,"GA","state",c(-84.365219, 33.955141)
"5217",5217,"7325 Jonesboro Rd",36.1154786150713,61157.0616016427,982,535200,115484,327312,23524,52337,16543,"13","063","01672399","0500000US13063","13063","Clayton","Clayton County","GA","Georgia","06",366879097,6962586,"GA","state",c(-84.347456, 33.555)
"5218",5218,"7325 Roswell Rd",37.1592233009709,77963.2038834952,103,72241,31989,28140,4149,5664,2299,"13","121","01694833","0500000US13121","13121","Fulton","Fulton County","GA","Georgia","06",1364133162,19666288,"GA","state",c(-84.364478, 33.954943)
"5219",5219,"7325 Roswell Rd",38.8723300970874,97207.8980582524,210,120609,62628,37548,7903,9538,2992,"13","121","01694833","0500000US13121","13121","Fulton","Fulton County","GA","Georgia","06",1364133162,19666288,"GA","state",c(-84.364312, 33.955003)
"5220",5220,"733 W Bankhead Hwy",36.4431506849315,58387.9931506849,146,87169,62623,16206,1341,4429,2570,"13","045","00326650","0500000US13045","13045","Carroll","Carroll County","GA","Georgia","06",1292752874,12024409,"GA","state",c(-84.9407, 33.730788)
"5221",5221,"7330 Veterans Pkwy",38.9589033018868,70491.4316546763,1696,474940,272846,141557,13057,32149,15331,"13","215","00357428","0500000US13215","13215","Muscogee","Muscogee County","GA","Georgia","06",560718761,11696847,"GA","state",c(-84.946945, 32.553543)
"5222",5222,"7339 Fairmount Hwy SE",42.1806691449814,54023.6819923372,269,74313,62225,2641,707,6938,1802,"13","129","00356672","0500000US13129","13129","Gordon","Gordon County","GA","Georgia","06",923182601,5729235,"GA","state",c(-84.829181, 34.447801)
"5223",5223,"7342 Spout Springs Rd",39.2925531914894,90886.1595744681,94,70893,55289,7114,1996,4380,2114,"13","139","01686953","0500000US13139","13139","Hall","Hall County","GA","Georgia","06",1017833590,93989123,"GA","state",c(-83.875407, 34.111062)
"5224",5224,"7342 Spout Springs Rd",39.3913793103448,92264.6896551724,58,44661,32730,4532,2951,3347,1101,"13","139","01686953","0500000US13139","13139","Hall","Hall County","GA","Georgia","06",1017833590,93989123,"GA","state",c(-83.875407, 34.111087)
"5225",5225,"7345 Murphy Hwy",42.24,56504.8,20,17828,11968,2214,336,3003,307,"13","111","00351094","0500000US13111","13111","Fannin","Fannin County","GA","Georgia","06",1002597521,13473582,"GA","state",c(-84.18433, 34.986621)
"5226",5226,"7347 Davidson Parkway South",33.0945606694561,54898.3849372385,239,166150,50498,82368,9281,17829,6174,"13","151","01671894","0500000US13151","13151","Henry","Henry County","GA","Georgia","06",825449018,20273034,"GA","state",c(-84.266184, 33.553196)
"5227",5227,"735 Lake Joy Rd",33.4352941176471,85815.4117647059,17,24673,15459,6172,1183,1324,535,"13","153","01671693","0500000US13153","13153","Houston","Houston County","GA","Georgia","06",973954137,9990192,"GA","state",c(-83.691528, 32.560228)
"5228",5228,"7350 Georgia Hwy 85",34.9254516889238,56334.7501970055,1278,613901,172125,346258,24587,53910,17021,"13","063","01672399","0500000US13063","13063","Clayton","Clayton County","GA","Georgia","06",366879097,6962586,"GA","state",c(-84.413602, 33.554364)
"5229",5229,"7361 Skidaway Rd",43.94,103524.36,50,25218,20390,2119,1040,1026,643,"13","051","01694477","0500000US13051","13051","Chatham","Chatham County","GA","Georgia","06",1121772804,509852786,"GA","state",c(-81.074621, 31.986073)
"5230",5230,"7362 Skidaway Rd",43.7647887323944,83186.0751173709,213,93298,63156,19062,1779,6368,2933,"13","051","01694477","0500000US13051","13051","Chatham","Chatham County","GA","Georgia","06",1121772804,509852786,"GA","state",c(-81.074241, 31.986022)
"5231",5231,"738 Morrow Rd",33.58,47669.9714285714,70,33685,10007,14145,2443,6151,939,"13","063","01672399","0500000US13063","13063","Clayton","Clayton County","GA","Georgia","06",366879097,6962586,"GA","state",c(-84.366267, 33.591218)
"5232",5232,"738 Morrow Rd",31.2859649122807,50850.9824561404,57,32781,6872,15714,3284,6034,877,"13","063","01672399","0500000US13063","13063","Clayton","Clayton County","GA","Georgia","06",366879097,6962586,"GA","state",c(-84.366282, 33.591221)
"5233",5233,"7380 Spout Springs Rd",39.780540037244,93986.0204841713,1074,298274,183924,52278,16726,36895,8451,"13","135","01688166","0500000US13135","13135","Gwinnett","Gwinnett County","GA","Georgia","06",1115653877,15611813,"GA","state",c(-83.874109, 34.107651)
"5234",5234,"739 Central Dr",37.3953488372093,34204.1538461538,43,13471,8296,3885,143,663,484,"13","175","00346568","0500000US13175","13175","Laurens","Laurens County","GA","Georgia","06",2090990042,28838468,"GA","state",c(-82.874232, 32.548279)
"5235",5235,"739 Central Dr",40.7902542372881,38554.5155555556,236,58069,34157,18906,785,2009,2212,"13","175","00346568","0500000US13175","13175","Laurens","Laurens County","GA","Georgia","06",2090990042,28838468,"GA","state",c(-82.874166, 32.548348)
"5236",5236,"739 N Us 25",40.4945454545455,44049.0122699386,330,93219,58047,25279,2058,4424,3411,"13","165","00342985","0500000US13165","13165","Jenkins","Jenkins County","GA","Georgia","06",899569112,13332769,"GA","state",c(-81.949116, 32.809585)
"5237",5237,"7390 Jonesboro Rd",34.625318606627,56702.4796536797,1177,627633,169253,346873,25535,66026,19946,"13","063","01672399","0500000US13063","13063","Clayton","Clayton County","GA","Georgia","06",366879097,6962586,"GA","state",c(-84.346449, 33.553864)
"5238",5238,"74 Northside Dr SW",34.1066079295154,56623.1850220264,227,145795,46098,75962,6647,12684,4404,"13","121","01694833","0500000US13121","13121","Fulton","Fulton County","GA","Georgia","06",1364133162,19666288,"GA","state",c(-84.402524, 33.752439)
"5239",5239,"74 W Currahee St",43.575,46274.9102564103,84,25355,20489,3399,179,661,627,"13","257","00350028","0500000US13257","13257","Stephens","Stephens County","GA","Georgia","06",463254409,13035162,"GA","state",c(-83.331081, 34.577587)
"5240",5240,"740 E 7th St",38.1582010582011,58760.6740331492,189,100720,54324,35529,2166,5705,2996,"13","033","00347944","0500000US13033","13033","Burke","Burke County","GA","Georgia","06",2142015889,20578826,"GA","state",c(-81.998078, 33.099878)
"5241",5241,"7402 Mount Zion Blvd",32.4129411764706,55513.6705882353,85,64373,15253,34200,3775,9367,1778,"13","063","01672399","0500000US13063","13063","Clayton","Clayton County","GA","Georgia","06",366879097,6962586,"GA","state",c(-84.332868, 33.55241)
"5242",5242,"7406 Waters Ave",41.1746887966805,66509.4330543933,482,209099,129030,55933,4945,11563,7628,"13","051","01694477","0500000US13051","13051","Chatham","Chatham County","GA","Georgia","06",1121772804,509852786,"GA","state",c(-81.101521, 32.00416)
"5243",5243,"741 Duluth Hwy",35.3099173553719,70209.4431047476,1331,765665,335251,223186,60656,125897,20675,"13","135","01688166","0500000US13135","13135","Gwinnett","Gwinnett County","GA","Georgia","06",1115653877,15611813,"GA","state",c(-84.014009, 33.967163)
"5244",5244,"741 E Oglethorpe Hwy",35.5912871287129,56634.4929577465,505,209882,110951,64476,5100,20460,8895,"13","179","00357095","0500000US13179","13179","Liberty","Liberty County","GA","Georgia","06",1337654102,222884791,"GA","state",c(-81.580868, 31.851857)
"5245",5245,"7411 Southlake Pkwy",34.8661458333333,60516.4095744681,192,116652,33409,64493,5513,10035,3202,"13","063","01672399","0500000US13063","13063","Clayton","Clayton County","GA","Georgia","06",366879097,6962586,"GA","state",c(-84.340679, 33.552455)
"5246",5246,"7419 State Hwy. #120",41.218085106383,64181.2553191489,94,44395,35573,4905,293,2595,1029,"13","143","00350637","0500000US13143","13143","Haralson","Haralson County","GA","Georgia","06",730804593,2616531,"GA","state",c(-85.087577, 33.819753)
"5247",5247,"742 Mount Zion Rd",32.1158653846154,53472.0769230769,208,113969,25794,67593,4945,13099,2538,"13","063","01672399","0500000US13063","13063","Clayton","Clayton County","GA","Georgia","06",366879097,6962586,"GA","state",c(-84.366915, 33.573395)
"5248",5248,"742 N Main St",44.54,43020,30,6387,2922,3116,160,45,144,"13","273","00352238","0500000US13273","13273","Terrell","Terrell County","GA","Georgia","06",869695791,4951325,"GA","state",c(-84.446332, 31.77856)
"5249",5249,"744 Glynn St N",41.5199017199017,83813.1793611794,407,221985,91192,105722,6105,12812,6154,"13","113","01687740","0500000US13113","13113","Fayette","Fayette County","GA","Georgia","06",503907543,12814102,"GA","state",c(-84.450651, 33.463036)
"5250",5250,"745 Bankhead Hwy",37.209756097561,61423.2195121951,123,68320,46124,13389,770,5964,2073,"13","045","00326650","0500000US13045","13045","Carroll","Carroll County","GA","Georgia","06",1292752874,12024409,"GA","state",c(-85.05073, 33.588861)
"5251",5251,"746 Highway 29 N",44.4,54101.4516129032,31,13024,11299,1219,6,290,210,"13","195","01688004","0500000US13195","13195","Madison","Madison County","GA","Georgia","06",731214552,8448220,"GA","state",c(-83.214591, 34.133514)
"5252",5252,"746 Us 29 N",48.1,102438,4,1258,1020,139,0,13,86,"13","195","01688004","0500000US13195","13195","Madison","Madison County","GA","Georgia","06",731214552,8448220,"GA","state",c(-83.214621, 34.133362)
"5253",5253,"7462 Stilson Leefield Rd",38.1913978494624,52489.0322580645,93,29673,21420,5757,427,1316,753,"13","031","00350302","0500000US13031","13031","Bulloch","Bulloch County","GA","Georgia","06",1750735216,32827779,"GA","state",c(-81.612822, 32.418999)
"5254",5254,"7471 Albany Hwy",40.9533333333333,48103.8666666667,60,22659,16833,3448,351,1323,704,"13","299","00357722","0500000US13299","13299","Ware","Ware County","GA","Georgia","06",2329026445,22649478,"GA","state",c(-82.631323, 31.266509)
"5255",5255,"749 S Marietta Pkwy SE",36.0975138121547,72005.9944751381,362,229349,115943,64907,8988,31535,7976,"13","067","01686112","0500000US13067","13067","Cobb","Cobb County","GA","Georgia","06",880026860,12347127,"GA","state",c(-84.531372, 33.942954)
"5256",5256,"7499 Highway 52 E",43.7483253588517,67737.2829268293,209,123045,94342,10684,4254,10556,3209,"13","123","00351260","0500000US13123","13123","Gilmer","Gilmer County","GA","Georgia","06",1103886631,12283371,"GA","state",c(-84.390152, 34.644786)
"5257",5257,"75 & North Valdost",33.4829268292683,58941.7317073171,41,16747,10461,3952,293,1512,529,"13","185","00326720","0500000US13185","13185","Lowndes","Lowndes County","GA","Georgia","06",1287842038,34542105,"GA","state",c(-83.253463, 30.920715)
"5258",5258,"75 Main St",40.1537735849057,65285.8566037736,530,135935,110532,7690,4113,9819,3781,"13","085","00351312","0500000US13085","13085","Dawson","Dawson County","GA","Georgia","06",546042258,9272655,"GA","state",c(-84.117475, 34.420852)
"5259",5259,"75 W Athens St",38.5808219178082,65063.602739726,73,53292,36412,6680,2127,6684,1389,"13","013","00356976","0500000US13013","13013","Barrow","Barrow County","GA","Georgia","06",417082919,4909580,"GA","state",c(-83.721683, 33.993169)
"5260",5260,"750 Russell Pkwy",37.4895765472313,56903.2409240924,307,136318,78677,41192,4793,7876,3780,"13","153","01671693","0500000US13153","13153","Houston","Houston County","GA","Georgia","06",973954137,9990192,"GA","state",c(-83.636457, 32.594236)
"5261",5261,"751 N Boulevard",38.3528301886792,47283.9433962264,53,21343,14105,3625,1237,1950,426,"13","001","00349113","0500000US13001","13001","Appling","Appling County","GA","Georgia","06",1316424660,10326621,"GA","state",c(-82.351564, 31.788507)
"5262",5262,"751 N Central Ave",37.8001579778831,70453.3136942675,633,362490,173241,132645,14537,32624,9443,"13","121","01694833","0500000US13121","13121","Fulton","Fulton County","GA","Georgia","06",1364133162,19666288,"GA","state",c(-84.413683, 33.661907)
"5263",5263,"7512 Lee Rd",37.9220640569395,64976.4317976513,1124,561576,302944,182446,13860,46720,15606,"13","097","01686467","0500000US13097","13097","Douglas","Douglas County","GA","Georgia","06",518355012,2423527,"GA","state",c(-84.652327, 33.771202)
"5264",5264,"7515 Browns Bridge Rd",40.6394871794872,94739.3487179487,195,77644,57435,5036,5074,8315,1784,"13","117","01673358","0500000US13117","13117","Forsyth","Forsyth County","GA","Georgia","06",581757645,58447999,"GA","state",c(-83.999838, 34.251583)
"5265",5265,"752 Christmas Ave",38.1649230769231,66201.2492307692,325,147177,104600,22764,4254,12413,3146,"13","013","00356976","0500000US13013","13013","Barrow","Barrow County","GA","Georgia","06",417082919,4909580,"GA","state",c(-83.713997, 33.932967)
"5266",5266,"7521 Ga 15",46.738,55983.04,50,14329,8180,4886,249,698,316,"13","133","00348672","0500000US13133","13133","Greene","Greene County","GA","Georgia","06",1003664492,48417220,"GA","state",c(-83.03623, 33.470912)
"5267",5267,"753 E Main St",48.65,49741,8,4104,3048,530,63,178,285,"13","269","00344156","0500000US13269","13269","Taylor","Taylor County","GA","Georgia","06",975613090,7801539,"GA","state",c(-84.229685, 32.55572)
"5268",5268,"753 Highway 441 Byp",39.3212121212121,48375.7272727273,132,47268,35808,2902,934,6169,1455,"13","137","00351383","0500000US13137","13137","Habersham","Habersham County","GA","Georgia","06",717083984,5669790,"GA","state",c(-83.543587, 34.499987)
"5269",5269,"7530 Georgia 85",35.4743150684931,55967.7887323944,292,173523,26238,123506,3499,15699,4581,"13","063","01672399","0500000US13063","13063","Clayton","Clayton County","GA","Georgia","06",366879097,6962586,"GA","state",c(-84.414263, 33.549013)
"5270",5270,"7530 Highway 225 N",36.6230769230769,51534.0240384615,208,42856,31861,2938,569,6473,1015,"13","213","01688005","0500000US13213","13213","Murray","Murray County","GA","Georgia","06",892235145,5719644,"GA","state",c(-84.799266, 34.865863)
"5271",5271,"7530 US Highway 17",36.4757692307692,61097.4109589041,520,208671,118831,57645,4515,18416,9264,"13","029","00350496","0500000US13029","13029","Bryan","Bryan County","GA","Georgia","06",1133280746,43754751,"GA","state",c(-81.373694, 31.897397)
"5272",5272,"754 E Washington Ave",40.9434895833333,60167.7950138504,384,165825,108567,31733,5552,17285,2688,"13","287","00343238","0500000US13287","13287","Turner","Turner County","GA","Georgia","06",739227758,11818093,"GA","state",c(-83.640157, 31.71035)
"5273",5273,"755 N 1st St",39.2275641025641,51275.8846153846,156,42321,29261,9072,183,2840,965,"13","305","00350608","0500000US13305","13305","Wayne","Wayne County","GA","Georgia","06",1662287070,17768149,"GA","state",c(-81.877933, 31.614122)
"5274",5274,"7550 Laurel Island Pkwy",37.0850649350649,69753.9466666667,154,39591,27704,7461,1096,2445,885,"13","039","01671316","0500000US13039","13039","Camden","Camden County","GA","Georgia","06",1632622505,392508756,"GA","state",c(-81.628241, 30.812902)
"5275",5275,"7555 Blue Ridge Dr",47.4281879194631,55662.1140939597,149,79679,57529,4356,2257,13367,2170,"13","111","00351094","0500000US13111","13111","Fannin","Fannin County","GA","Georgia","06",1002597521,13473582,"GA","state",c(-84.357084, 34.895524)
"5276",5276,"756 Athens Rd",40.56,59233.6,40,18819,11898,5252,140,1108,421,"13","221","00351262","0500000US13221","13221","Oglethorpe","Oglethorpe County","GA","Georgia","06",1137165335,7708032,"GA","state",c(-83.124493, 33.885072)
"5277",5277,"756 Ga 155 S",40.0769230769231,55721.25,52,33265,14121,13915,1033,3173,1023,"13","151","01671894","0500000US13151","13151","Henry","Henry County","GA","Georgia","06",825449018,20273034,"GA","state",c(-84.15915, 33.413128)
