"","countyfp","countyns","name","aland","awater","state_abbr","geometry"
"10","057","01685718","Cherokee",1090597331,34427734,"GA",list(list(c(-84.644293, -84.653232, -84.58283, -84.58263, -84.424525, -84.400774, -84.257586, -84.258075, -84.258689, -84.259019, -84.352302, -84.418927, -84.515431, -84.571683, -84.624215, -84.659241, -84.644293, 34.355168, 34.41259, 34.412191, 34.381492, 34.38707, 34.373266, 34.380992, 34.335156, 34.237094, 34.185918, 34.176717, 34.073298, 34.078698, 34.076299, 34.081779, 34.07824, 34.355168)))
"11","015","00351604","Bartow",1188568883,27370205,"GA",list(list(c(-85.046871, -85.023102, -85.005775, -84.985975, -84.653232, -84.644293, -84.659241, -84.737836, -84.909942, -84.922742, -85.047046, -85.046871, 34.096412, 34.347112, 34.392446, 34.384629, 34.41259, 34.355168, 34.07824, 34.079399, 34.078598, 34.082497, 34.082881, 34.096412)))
"32","295","00354216","Walker",1156145202,1672676,"GA",list(list(c(-85.5344052578154, -85.490795, -85.49053, -85.450409, -85.450561, -85.43371, -85.3639190289311, -85.277556, -85.2650550217158, -85.264762, -85.20218, -85.201856, -85.144789, -85.168851, -85.050847, -85.050446, -85.069159, -85.107748, -85.360191, -85.526894818161, -85.5344052578154, 34.6237903384358, 34.669449, 34.69911, 34.759241, 34.831677, 34.875077, 34.9833765631405, 34.984975, 34.9850776447417, 34.854277, 34.854451, 34.77508, 34.767639, 34.720279, 34.71998, 34.622482, 34.587184, 34.587483, 
34.581799, 34.5886856927335, 34.6237903384358)))
"75","135","01688166","Gwinnett",1115653877,15611813,"GA",list(list(c(-84.262276, -84.182023, -84.097693, -84.117927, -84.062841, -83.890097, -83.817682, -83.869115, -83.799104, -83.855066, -83.908465, -83.982033, -84.023713, -84.075914, -84.172558, -84.237113, -84.277093, -84.262276, 33.987405, 33.997597, 34.050708, 34.065564, 34.167873, 34.106179, 34.127493, 34.004316, 33.929844, 33.88531, 33.842845, 33.786054, 33.752808, 33.777507, 33.858634, 33.904447, 33.957614, 33.987405)))
"94","229","00349086","Pierce",881777233,7183926,"GA",list(list(c(-82.417246, -82.344843, -82.300422, -82.226585, -82.157264, -82.132794, -82.063387, -82.041129, -81.997421, -82.114822, -82.193031, -82.284561, -82.31504, -82.383705, -82.417246, 31.417119, 31.43013, 31.493175, 31.530699, 31.472185, 31.471262, 31.466362, 31.373721, 31.288534, 31.270355, 31.20212, 31.224449, 31.225958, 31.291143, 31.417119)))
"133","081","00351607","Crisp",706236802,21409235,"GA",list(list(c(-83.961278, -83.609663, -83.612256, -83.612642, -83.802723, -83.845323, -83.939437, -83.922494, -83.920102, -83.961278, 32.030595, 32.027938, 31.854089, 31.804128, 31.803579, 31.83119, 31.847929, 31.909653, 31.927242, 32.030595)))
"136","097","01686467","Douglas",518355012,2423527,"GA",list(list(c(-84.901688, -84.730974, -84.724139, -84.622692, -84.578132, -84.630117, -84.796536, -84.808934, -84.905788, -84.901688, 33.780703, 33.788568, 33.80617, 33.804842, 33.743507, 33.693116, 33.595592, 33.574085, 33.573378, 33.780703)))
"157","259","00347360","Stewart",1188153054,12598484,"GA",list(list(c(-85.0514111279128, -85.047063, -85.058749, -84.997765, -84.930127, -84.9199421479259, -84.832962, -84.799348, -84.65892, -84.649319, -84.63112, -84.65582, -84.810118, -84.907006, -84.974067, -84.9537, -85.0635905429847, -85.0514111279128, 32.062256083622, 32.087389, 32.136018, 32.185445, 32.219051, 32.2308482009333, 32.230851, 32.230852, 32.232852, 32.232953, 32.184054, 31.920308, 31.93184, 31.924465, 31.950209, 31.974781, 31.991857, 32.062256083622)))
